,ID,Phase,Mode,Runtime,Elapsed_Time
131,aa9f1de6-692f-4419-a6f7-e62d680dc8b1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|21|20|14|22|19|18|23|17|,fast,0.119,0.119
132,adcd21b0-343d-4f3f-bb41-7b98d69a7db5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|22|18|21|23|15|17|19|20|,fast,0.119,0.119
133,8feb361c-2a10-4ae3-8489-c93062a53206,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|16|23|14|19|21|22|17|15|20|,fast,0.119,0.119
134,0158707f-8ccb-44d3-b4e2-f82fc38935e7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|20|15|22|23|16|21|17|18|,fast,0.119,0.119
135,e1e863ba-e263-4c71-9550-ef5ef82a6f87,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|15|17|14|21|20|19|22|23|18|,fast,0.118,0.118
136,35104cb8-f4c9-4812-bcfd-35ca8171066e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|23|15|19|20|21|22|17|18|,fast,0.119,0.119
137,4073ebd5-e0b9-4c98-926f-a32bc1312d0a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|14|20|21|19|15|16|22|18|17|,fast,0.119,0.119
138,d8a7aac9-af04-4881-86ee-bf1726f2c8f2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|17|18|15|22|19|23|21|20|,fast,0.117,0.117
139,bd6fe3d0-4371-4cd3-ba8d-8decdb3e4dff,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|21|19|18|22|16|15|23|17|20|,fast,0.119,0.119
140,1d47849d-8ae6-43a7-a901-230f9b2bc39a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|16|23|22|21|14|20|17|15|,fast,0.118,0.118
141,941b23d9-e4b2-42a1-8311-9c7807f1721c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|16|18|23|14|22|19|21|17|,fast,0.119,0.119
142,ff492db8-9e90-4696-9e43-d35fb1c9f355,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|19|17|20|22|23|21|18|16|,fast,0.118,0.118
143,a47471de-1d74-4cc6-a833-762d94d72ff7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|21|15|17|16|22|23|20|14|,fast,0.118,0.118
144,e0bfa65a-e8f4-404b-87a0-94dd15ad0936,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|20|21|23|17|18|16|19|22|14|,fast,0.119,0.119
145,33dd7026-d29f-4a70-884c-913192ecd930,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|23|16|14|20|18|15|19|22|,fast,0.118,0.118
146,2302bfa6-fe8e-4dff-9eff-87e3872e30ef,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|19|21|18|16|14|22|20|17|,fast,0.119,0.119
147,55c87715-cf12-4031-b8ca-f72c53745894,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|18|16|23|15|21|22|14|19|,fast,0.119,0.119
148,5c0ebeba-9740-4e9d-89c9-2c471eb1b323,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|23|19|22|16|17|18|15|14|,fast,0.118,0.118
149,2f82808e-e340-4304-a6b0-cc4c1e4ebed3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|14|23|21|19|20|22|16|18|,fast,0.118,0.118
150,fcdda351-5df9-4a4d-b4fa-d65d3d4f917b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|18|19|22|17|20|21|14|15|,fast,0.117,0.117
151,92e7b102-0a0c-4ddf-823d-f7db01f0c8b9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|22|20|23|17|15|18|14|21|,fast,0.118,0.118
152,30821d7d-37ed-446e-8756-c85284142c3f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|21|22|16|17|19|15|14|23|,fast,0.118,0.118
153,193649dd-ec7a-4077-aa72-f32e2ecedff9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|23|15|18|19|20|17|21|16|14|,fast,0.119,0.119
